               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.010887,           0.0068173,          0.00064819,             0.93909,             0.95542,             0.98364,             0.94977,           0.0066815,           0.0044069,          0.00025971,           0.0031739,           0.0031739,           0.0031739
                 151,            0.010787,           0.0067765,          0.00060359,             0.93853,             0.95568,             0.98364,             0.94994,           0.0066639,           0.0043981,          0.00025848,           0.0031435,           0.0031435,           0.0031435
                 152,            0.010763,           0.0067946,          0.00059426,             0.93855,             0.95536,             0.98366,             0.95043,            0.006643,           0.0043958,          0.00025729,           0.0031132,           0.0031132,           0.0031132
                 153,            0.010736,           0.0067564,          0.00063138,             0.93852,             0.95543,             0.98366,             0.95088,           0.0066158,           0.0043901,          0.00025592,           0.0030829,           0.0030829,           0.0030829
                 154,            0.010803,           0.0067524,          0.00059557,             0.93864,             0.95577,             0.98368,             0.95126,           0.0065896,           0.0043809,          0.00025522,           0.0030526,           0.0030526,           0.0030526
                 155,            0.010734,           0.0067749,          0.00058509,              0.9382,             0.95624,             0.98372,             0.95141,           0.0065735,           0.0043702,          0.00025417,           0.0030223,           0.0030223,           0.0030223
                 156,            0.010623,            0.006717,          0.00056133,             0.93788,             0.95664,             0.98374,             0.95165,           0.0065534,           0.0043629,          0.00025342,            0.002992,            0.002992,            0.002992
                 157,            0.010751,           0.0067631,          0.00061813,             0.93711,              0.9579,              0.9838,             0.95196,           0.0065371,           0.0043496,          0.00025221,           0.0029617,           0.0029617,           0.0029617
                 158,            0.010623,           0.0067515,          0.00058853,             0.93765,             0.95748,             0.98382,               0.952,           0.0065194,           0.0043435,          0.00025131,           0.0029314,           0.0029314,           0.0029314
                 159,            0.010625,           0.0066515,          0.00057688,             0.93805,             0.95706,             0.98386,             0.95267,           0.0064991,           0.0043321,          0.00025027,           0.0029011,           0.0029011,           0.0029011
                 160,            0.010482,           0.0065829,          0.00059133,             0.93777,             0.95691,              0.9839,              0.9531,            0.006479,           0.0043248,          0.00024926,           0.0028708,           0.0028708,           0.0028708
                 161,            0.010519,           0.0066003,          0.00061144,             0.93853,             0.95661,             0.98395,              0.9536,           0.0064499,           0.0043102,          0.00024805,           0.0028405,           0.0028405,           0.0028405
                 162,            0.010437,           0.0066028,           0.0005409,             0.93826,             0.95734,             0.98397,             0.95415,           0.0064303,           0.0043039,          0.00024663,           0.0028101,           0.0028101,           0.0028101
                 163,            0.010335,           0.0065703,          0.00055133,             0.93836,             0.95761,               0.984,             0.95445,           0.0064075,           0.0042948,           0.0002457,           0.0027798,           0.0027798,           0.0027798
                 164,            0.010334,           0.0066089,          0.00054902,             0.93924,              0.9566,             0.98401,             0.95479,           0.0063935,           0.0042852,          0.00024469,           0.0027495,           0.0027495,           0.0027495
                 165,            0.010471,           0.0065899,          0.00059085,             0.93995,             0.95573,             0.98402,             0.95495,           0.0063695,           0.0042784,          0.00024347,           0.0027192,           0.0027192,           0.0027192
                 166,            0.010272,           0.0064994,          0.00055746,              0.9398,             0.95648,             0.98403,             0.95498,           0.0063516,           0.0042736,          0.00024235,           0.0026889,           0.0026889,           0.0026889
                 167,             0.01028,           0.0065268,           0.0005247,             0.93912,             0.95706,             0.98408,             0.95568,           0.0063247,           0.0042602,          0.00024109,           0.0026586,           0.0026586,           0.0026586
                 168,            0.010328,            0.006604,          0.00053104,             0.94005,             0.95614,             0.98408,               0.956,           0.0063068,           0.0042547,          0.00023996,           0.0026283,           0.0026283,           0.0026283
                 169,            0.010289,           0.0065945,          0.00056016,                0.94,             0.95586,             0.98408,             0.95628,           0.0062914,           0.0042482,          0.00023888,            0.002598,            0.002598,            0.002598
                 170,            0.010308,           0.0065444,          0.00053601,             0.93923,             0.95773,             0.98407,             0.95625,            0.006277,           0.0042429,          0.00023765,           0.0025677,           0.0025677,           0.0025677
                 171,            0.010105,           0.0064946,          0.00050887,             0.93986,             0.95708,             0.98409,              0.9567,           0.0062533,           0.0042297,           0.0002368,           0.0025374,           0.0025374,           0.0025374
                 172,            0.010068,           0.0064428,          0.00050347,             0.93926,             0.95757,             0.98409,             0.95687,           0.0062454,           0.0042251,          0.00023569,            0.002507,            0.002507,            0.002507
                 173,            0.010083,           0.0064963,          0.00050632,             0.93871,              0.9586,             0.98411,             0.95702,           0.0062292,            0.004221,          0.00023475,           0.0024767,           0.0024767,           0.0024767
                 174,            0.010103,           0.0064893,          0.00054468,             0.93955,             0.95793,              0.9841,             0.95754,           0.0062143,           0.0042176,          0.00023354,           0.0024464,           0.0024464,           0.0024464
                 175,           0.0099535,           0.0064068,          0.00049712,             0.94035,             0.95793,             0.98415,             0.95799,           0.0061942,           0.0042049,          0.00023251,           0.0024161,           0.0024161,           0.0024161
                 176,           0.0099468,           0.0064341,           0.0005292,             0.93949,              0.9589,             0.98416,             0.95815,           0.0061691,           0.0041991,          0.00023171,           0.0023858,           0.0023858,           0.0023858
                 177,           0.0099716,           0.0064141,          0.00053426,             0.93923,             0.95933,             0.98422,             0.95855,           0.0061491,           0.0041886,          0.00023042,           0.0023555,           0.0023555,           0.0023555
                 178,            0.010002,           0.0064054,          0.00050374,             0.94096,             0.95759,             0.98421,              0.9587,           0.0061339,           0.0041844,          0.00022952,           0.0023252,           0.0023252,           0.0023252
                 179,           0.0098249,           0.0064233,          0.00049814,             0.94127,             0.95733,             0.98426,             0.95884,           0.0061183,            0.004175,          0.00022841,           0.0022949,           0.0022949,           0.0022949
                 180,           0.0098663,            0.006346,          0.00050178,             0.94018,              0.9589,              0.9843,             0.95936,           0.0060976,           0.0041739,          0.00022708,           0.0022646,           0.0022646,           0.0022646
                 181,           0.0097982,           0.0063835,          0.00049069,             0.94042,             0.95879,             0.98433,             0.95932,           0.0060845,           0.0041669,            0.000226,           0.0022343,           0.0022343,           0.0022343
                 182,           0.0098135,           0.0063999,          0.00049293,             0.94041,             0.95867,             0.98439,             0.95942,           0.0060749,           0.0041557,          0.00022513,           0.0022039,           0.0022039,           0.0022039
                 183,           0.0097009,           0.0062997,          0.00044671,             0.94117,             0.95839,             0.98442,             0.95984,           0.0060651,           0.0041518,          0.00022428,           0.0021736,           0.0021736,           0.0021736
                 184,           0.0097231,           0.0063255,          0.00048363,             0.94155,             0.95848,             0.98445,             0.96008,           0.0060506,           0.0041391,          0.00022313,           0.0021433,           0.0021433,           0.0021433
                 185,           0.0097144,           0.0062961,          0.00048774,             0.94239,             0.95801,             0.98448,             0.96017,           0.0060362,           0.0041287,          0.00022191,            0.002113,            0.002113,            0.002113
                 186,           0.0095893,           0.0062951,          0.00046701,             0.94229,             0.95898,             0.98449,             0.96032,           0.0060281,           0.0041252,          0.00022081,           0.0020827,           0.0020827,           0.0020827
                 187,           0.0095139,           0.0062326,          0.00045664,             0.94219,             0.95905,             0.98452,             0.96043,            0.006021,           0.0041129,          0.00021992,           0.0020524,           0.0020524,           0.0020524
                 188,           0.0095488,           0.0062151,          0.00043288,             0.94231,             0.95874,             0.98453,             0.96062,           0.0060087,           0.0041067,          0.00021921,           0.0020221,           0.0020221,           0.0020221
                 189,           0.0094825,           0.0062119,          0.00044014,             0.94312,             0.95844,             0.98462,             0.96089,            0.005993,           0.0040977,          0.00021831,           0.0019918,           0.0019918,           0.0019918
                 190,           0.0096263,           0.0062782,          0.00052699,             0.94375,             0.95776,             0.98464,             0.96121,           0.0059815,           0.0040882,          0.00021692,           0.0019615,           0.0019615,           0.0019615
                 191,            0.009483,           0.0062364,          0.00048814,             0.94392,             0.95795,             0.98466,             0.96139,           0.0059689,           0.0040792,           0.0002157,           0.0019312,           0.0019312,           0.0019312
                 192,           0.0093294,           0.0061763,          0.00041565,             0.94432,             0.95809,             0.98466,             0.96189,           0.0059581,           0.0040731,          0.00021476,           0.0019009,           0.0019009,           0.0019009
                 193,           0.0093588,           0.0061854,          0.00043775,             0.94487,             0.95766,             0.98468,             0.96203,           0.0059465,           0.0040646,          0.00021378,           0.0018705,           0.0018705,           0.0018705
                 194,           0.0093543,           0.0062011,          0.00045265,             0.94519,              0.9578,             0.98468,             0.96248,           0.0059345,           0.0040581,          0.00021231,           0.0018402,           0.0018402,           0.0018402
                 195,            0.009214,           0.0061019,          0.00043676,             0.94521,             0.95849,             0.98471,             0.96266,           0.0059195,            0.004049,           0.0002106,           0.0018099,           0.0018099,           0.0018099
                 196,           0.0092368,           0.0060472,          0.00042047,             0.94538,             0.95842,             0.98472,             0.96272,           0.0059105,            0.004043,          0.00020928,           0.0017796,           0.0017796,           0.0017796
                 197,           0.0091753,           0.0060818,          0.00039133,             0.94435,             0.95897,             0.98473,             0.96293,           0.0059026,           0.0040372,          0.00020822,           0.0017493,           0.0017493,           0.0017493
                 198,           0.0090388,           0.0060257,          0.00040147,              0.9449,             0.95911,             0.98476,             0.96329,           0.0058936,           0.0040335,          0.00020735,            0.001719,            0.001719,            0.001719
                 199,           0.0090698,           0.0060629,          0.00037359,             0.94545,             0.95846,             0.98477,              0.9632,           0.0058766,           0.0040251,          0.00020615,           0.0016887,           0.0016887,           0.0016887
                 200,           0.0090011,           0.0060236,          0.00040313,             0.94535,             0.95867,             0.98485,              0.9637,           0.0058555,           0.0040148,          0.00020522,           0.0016584,           0.0016584,           0.0016584
                 201,           0.0089927,           0.0060232,          0.00037577,             0.94576,             0.95821,             0.98485,             0.96404,           0.0058372,           0.0040148,          0.00020425,           0.0016281,           0.0016281,           0.0016281
                 202,           0.0090147,           0.0060365,          0.00041765,             0.94606,             0.95821,             0.98485,             0.96426,           0.0058293,           0.0040095,          0.00020328,           0.0015978,           0.0015978,           0.0015978
                 203,             0.00895,            0.005922,          0.00036159,             0.94553,             0.95862,             0.98489,             0.96435,           0.0058208,           0.0040031,            0.000202,           0.0015674,           0.0015674,           0.0015674
                 204,            0.008917,           0.0060106,          0.00041504,             0.94471,             0.95928,              0.9849,             0.96433,           0.0058195,           0.0039998,          0.00020093,           0.0015371,           0.0015371,           0.0015371
                 205,           0.0088406,            0.005828,           0.0003644,             0.94431,              0.9599,             0.98486,             0.96435,           0.0058162,           0.0040035,          0.00020001,           0.0015068,           0.0015068,           0.0015068
                 206,           0.0088845,           0.0059584,          0.00038835,             0.94382,             0.96059,             0.98487,             0.96463,           0.0058077,           0.0039997,          0.00019911,           0.0014765,           0.0014765,           0.0014765
                 207,           0.0087547,           0.0058927,          0.00034481,             0.94375,             0.96058,             0.98488,             0.96495,           0.0057886,           0.0039963,           0.0001979,           0.0014462,           0.0014462,           0.0014462
                 208,            0.008651,           0.0058653,          0.00035879,             0.94377,             0.96022,             0.98492,             0.96521,           0.0057739,           0.0039889,          0.00019647,           0.0014159,           0.0014159,           0.0014159
                 209,           0.0087468,            0.005909,          0.00038536,             0.94452,             0.95904,             0.98497,             0.96534,           0.0057702,            0.003982,          0.00019533,           0.0013856,           0.0013856,           0.0013856
                 210,           0.0086407,           0.0058186,          0.00036907,             0.94488,             0.95935,             0.98502,             0.96544,           0.0057632,           0.0039765,          0.00019408,           0.0013553,           0.0013553,           0.0013553
                 211,           0.0085266,            0.005787,           0.0003313,             0.94456,             0.95981,             0.98502,             0.96525,            0.005752,           0.0039714,          0.00019309,            0.001325,            0.001325,            0.001325
                 212,           0.0085478,           0.0057847,          0.00033126,             0.94463,             0.95972,             0.98501,             0.96537,           0.0057424,           0.0039686,          0.00019199,           0.0012947,           0.0012947,           0.0012947
                 213,           0.0085192,           0.0058014,          0.00034813,             0.94507,             0.95993,             0.98504,             0.96573,           0.0057338,           0.0039639,          0.00019086,           0.0012643,           0.0012643,           0.0012643
                 214,           0.0083812,            0.005746,          0.00032873,             0.94447,             0.96047,             0.98507,             0.96571,           0.0057375,           0.0039615,          0.00018974,            0.001234,            0.001234,            0.001234
                 215,             0.00833,           0.0056808,          0.00032032,             0.94451,             0.96098,             0.98512,              0.9658,            0.005737,           0.0039588,           0.0001887,           0.0012037,           0.0012037,           0.0012037
                 216,           0.0083756,           0.0057357,           0.0003295,             0.94392,             0.96104,             0.98516,             0.96567,           0.0057309,           0.0039525,          0.00018749,           0.0011734,           0.0011734,           0.0011734
                 217,            0.008257,           0.0056566,           0.0002837,              0.9441,             0.96094,              0.9852,             0.96576,           0.0057313,           0.0039481,          0.00018624,           0.0011431,           0.0011431,           0.0011431
                 218,           0.0082204,           0.0056874,          0.00029477,             0.94481,             0.96069,             0.98525,             0.96594,           0.0057298,           0.0039378,          0.00018521,           0.0011128,           0.0011128,           0.0011128
                 219,           0.0082388,           0.0056281,          0.00029993,              0.9448,             0.96089,             0.98525,             0.96576,           0.0057282,           0.0039336,          0.00018436,           0.0010825,           0.0010825,           0.0010825
                 220,           0.0081112,           0.0056133,          0.00028418,             0.94553,             0.96083,             0.98522,              0.9657,           0.0057209,           0.0039314,          0.00018333,           0.0010522,           0.0010522,           0.0010522
                 221,           0.0080376,           0.0055768,          0.00028082,             0.94625,             0.96041,             0.98526,             0.96563,           0.0057164,           0.0039259,           0.0001821,           0.0010219,           0.0010219,           0.0010219
                 222,           0.0079801,           0.0055236,          0.00029112,             0.94643,             0.96012,             0.98531,             0.96556,           0.0057208,           0.0039203,          0.00018085,          0.00099156,          0.00099156,          0.00099156
                 223,           0.0079074,           0.0054987,          0.00026943,             0.94683,             0.95989,             0.98531,             0.96573,            0.005716,           0.0039179,          0.00017956,          0.00096125,          0.00096125,          0.00096125
                 224,           0.0079186,           0.0054814,          0.00027982,             0.94724,             0.95924,             0.98532,             0.96576,           0.0057192,           0.0039153,          0.00017814,          0.00093094,          0.00093094,          0.00093094
                 225,           0.0078071,           0.0054786,          0.00025523,              0.9474,               0.959,             0.98536,             0.96582,           0.0057154,           0.0039127,          0.00017682,          0.00090063,          0.00090063,          0.00090063
                 226,           0.0077669,           0.0054976,          0.00023411,             0.94667,             0.95946,             0.98533,             0.96567,           0.0057159,           0.0039079,           0.0001754,          0.00087032,          0.00087032,          0.00087032
                 227,           0.0076904,           0.0054485,          0.00024559,             0.94661,             0.95943,             0.98535,             0.96572,           0.0057176,           0.0039015,          0.00017415,          0.00084001,          0.00084001,          0.00084001
                 228,           0.0076815,           0.0053735,          0.00023887,             0.94741,             0.95909,              0.9854,             0.96524,           0.0057267,           0.0039001,          0.00017269,           0.0008097,           0.0008097,           0.0008097
                 229,           0.0075827,           0.0053514,          0.00021879,             0.94654,             0.95939,             0.98539,             0.96527,            0.005727,           0.0038995,          0.00017142,          0.00077939,          0.00077939,          0.00077939
                 230,           0.0075504,           0.0053211,          0.00025243,             0.94695,             0.95934,             0.98539,             0.96509,           0.0057261,           0.0038975,          0.00017021,          0.00074908,          0.00074908,          0.00074908
                 231,           0.0075049,           0.0052873,          0.00022201,              0.9468,             0.95948,             0.98543,             0.96489,           0.0057387,           0.0038972,           0.0001687,          0.00071878,          0.00071878,          0.00071878
                 232,           0.0073896,           0.0052745,          0.00022614,             0.94733,             0.95929,             0.98541,             0.96462,           0.0057422,           0.0038953,           0.0001673,          0.00068847,          0.00068847,          0.00068847
                 233,           0.0073296,           0.0051715,          0.00022363,             0.94829,             0.95899,             0.98547,             0.96466,           0.0057457,           0.0038886,          0.00016571,          0.00065816,          0.00065816,          0.00065816
                 234,             0.00731,           0.0051595,          0.00020473,              0.9487,              0.9589,             0.98548,             0.96445,           0.0057564,           0.0038868,          0.00016411,          0.00062785,          0.00062785,          0.00062785
                 235,            0.007199,           0.0051761,           0.0001911,             0.94821,             0.95918,             0.98551,             0.96444,            0.005762,           0.0038854,          0.00016249,          0.00059754,          0.00059754,          0.00059754
                 236,           0.0072043,           0.0051647,          0.00020954,             0.94821,             0.95933,             0.98553,             0.96393,           0.0057815,           0.0038867,           0.0001606,          0.00056723,          0.00056723,          0.00056723
                 237,           0.0070758,           0.0050622,          0.00019104,             0.94844,             0.95907,             0.98552,             0.96378,            0.005789,           0.0038872,          0.00015882,          0.00053692,          0.00053692,          0.00053692
                 238,           0.0070499,            0.005047,          0.00018816,             0.94751,              0.9596,             0.98552,              0.9636,           0.0057954,           0.0038874,          0.00015672,          0.00050661,          0.00050661,          0.00050661
                 239,           0.0069493,           0.0050462,          0.00018086,             0.94624,             0.96022,              0.9855,             0.96325,           0.0058113,           0.0038901,          0.00015456,           0.0004763,           0.0004763,           0.0004763
                 240,           0.0069095,           0.0049806,          0.00017453,             0.94613,             0.96019,              0.9855,              0.9632,           0.0058206,           0.0038893,          0.00015242,          0.00044599,          0.00044599,          0.00044599
                 241,           0.0068008,           0.0049407,          0.00016072,             0.94632,                0.96,             0.98548,             0.96313,           0.0058208,           0.0038913,          0.00015033,          0.00041568,          0.00041568,          0.00041568
                 242,           0.0067395,           0.0049216,          0.00013397,             0.94683,             0.95997,              0.9855,             0.96322,           0.0058184,           0.0038884,          0.00014788,          0.00038537,          0.00038537,          0.00038537
                 243,            0.006661,           0.0048833,          0.00014652,             0.94709,             0.95976,             0.98548,             0.96261,           0.0058366,           0.0038929,          0.00014554,          0.00035506,          0.00035506,          0.00035506
                 244,           0.0065322,           0.0047988,          0.00013072,             0.94686,             0.95992,             0.98551,             0.96238,           0.0058405,           0.0038887,          0.00014298,          0.00032475,          0.00032475,          0.00032475
                 245,           0.0065259,           0.0048136,           0.0001381,             0.94672,             0.96005,             0.98549,             0.96251,           0.0058375,           0.0038858,          0.00014015,          0.00029444,          0.00029444,          0.00029444
                 246,           0.0064585,             0.00479,            0.000135,             0.94683,             0.96023,             0.98547,             0.96237,           0.0058555,           0.0038861,          0.00013723,          0.00026413,          0.00026413,          0.00026413
                 247,           0.0063971,           0.0047217,          0.00012688,              0.9468,             0.96043,             0.98546,              0.9628,            0.005841,           0.0038837,          0.00013432,          0.00023382,          0.00023382,          0.00023382
                 248,           0.0062833,           0.0046438,          0.00012058,             0.94741,             0.96021,             0.98549,             0.96275,           0.0058386,           0.0038843,          0.00013132,          0.00020351,          0.00020351,          0.00020351
                 249,           0.0062379,           0.0046358,          0.00013136,             0.94735,             0.96092,              0.9855,             0.96276,           0.0058475,           0.0038854,          0.00012828,           0.0001732,           0.0001732,           0.0001732
