   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.98814,             0.96834,               0.986,             0.83168,            0.012932,            0.028162,            0.001919,             0.01019,             0.01399,             0.89061,             0.00058,              3.1854,                0.95,              0.1221,             0.04861,             0.50151,              1.3033,             0.75592,             0.61458,                 0.2,              4.4104,                   0,             0.01204,             0.73967,             0.32548,                   0,              0.0892,             0.38377,                   0,                   0,                   0,                 0.5,             0.65983,                   0,                   0,              2.9263
             0.98654,             0.95701,             0.98633,             0.83332,            0.021508,            0.046139,           0.0026973,             0.00823,             0.01406,             0.89279,             0.00066,              3.1854,             0.88838,              0.1221,              0.0575,             0.50151,              1.2048,             0.87648,             0.70612,                 0.2,              5.9674,                   0,             0.00997,                 0.9,             0.32548,                   0,             0.09547,             0.38177,                   0,                   0,                   0,                 0.5,               0.689,                   0,                   0,              2.7425
             0.98838,             0.97282,             0.98883,              0.8623,             0.01291,            0.029958,           0.0010529,             0.00769,             0.01464,                0.98,             0.00059,               2.961,             0.85061,              0.1221,             0.05199,              0.4489,              1.0483,             0.86021,              0.5591,                 0.2,              4.6172,                   0,             0.01088,             0.70401,              0.2079,                   0,             0.08678,             0.37275,                   0,                   0,                   0,                 0.5,             0.75195,                   0,                   0,              2.5927
             0.99254,             0.96018,             0.98569,             0.84705,            0.036841,            0.052647,            0.003625,             0.00786,             0.01226,             0.94215,             0.00049,              3.1122,              0.8039,             0.10945,             0.06106,             0.41744,              1.0416,             0.88111,             0.89329,                 0.2,              5.9941,                   0,             0.01657,             0.72089,             0.39195,                   0,             0.10101,             0.42172,                   0,                   0,                   0,                 0.5,             0.92059,                   0,                   0,              3.9531
             0.99107,             0.96323,             0.98625,             0.83938,            0.040148,            0.053614,           0.0043187,             0.00834,             0.01249,             0.94215,             0.00049,              2.8556,             0.70447,             0.11118,             0.06101,             0.47848,              1.0337,             0.85408,             0.96068,                 0.2,              6.6528,                   0,               0.017,             0.76494,             0.37967,                   0,             0.10329,             0.43758,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.1938
             0.99169,             0.96517,             0.98602,             0.85047,            0.038934,            0.048905,           0.0040364,             0.00781,              0.0118,                0.98,              0.0004,              3.1291,             0.65795,             0.12156,             0.06458,             0.47033,              1.0185,             0.80276,              0.9747,                 0.2,              6.2079,                   0,             0.01873,             0.76807,             0.42292,                   0,             0.07932,             0.44757,                   0,                   0,                   0,                 0.5,             0.64633,                   0,                   0,              4.1938
             0.99084,             0.96581,             0.98672,             0.85732,             0.03172,            0.040544,           0.0035085,             0.00718,             0.01239,             0.96348,             0.00049,              3.1291,             0.71184,             0.11527,              0.0622,             0.41612,             0.99484,             0.77091,             0.81469,                 0.2,              5.6639,                   0,             0.01657,              0.7725,             0.37581,                   0,             0.09686,               0.444,                   0,                   0,                   0,                 0.5,             0.99412,                   0,                   0,              4.0371
             0.39046,             0.90346,             0.60428,             0.51028,            0.042077,            0.053779,           0.0064729,             0.00692,             0.01219,             0.96963,             0.00049,              2.2769,             0.62033,             0.11527,              0.0622,             0.32159,             0.61826,             0.76196,              1.0287,                 0.2,              7.7068,                   0,             0.01327,             0.55622,             0.40264,                   0,             0.07752,             0.42237,                   0,                   0,                   0,                 0.5,             0.91978,                   0,                   0,              7.0694
             0.99097,             0.96568,             0.98713,              0.8531,            0.032945,            0.042011,           0.0033586,             0.00742,             0.01239,             0.96057,             0.00048,              3.1291,             0.67991,             0.11833,             0.06036,             0.41539,             0.97904,             0.77436,             0.81469,                 0.2,                5.76,                   0,             0.01713,             0.80237,             0.36754,                   0,              0.0995,             0.42795,                   0,                   0,                   0,                 0.5,             0.98681,                   0,                   0,               4.261
             0.99011,             0.95432,             0.98517,             0.85176,            0.024812,            0.041943,           0.0021817,             0.00555,             0.01745,                0.98,              0.0005,              2.9208,             0.59017,             0.11527,              0.0622,             0.40012,              0.9821,             0.67083,              1.0312,                 0.2,              6.7046,                   0,             0.01902,             0.82095,             0.27482,                   0,             0.08778,             0.47259,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.4965
             0.89428,             0.93518,             0.97976,             0.81274,            0.042522,            0.044944,           0.0070722,             0.00718,             0.01239,             0.89716,             0.00042,              3.3363,             0.71184,             0.12792,              0.0622,             0.41777,             0.90608,             0.72495,             0.83402,                 0.2,              6.4176,                   0,              0.0183,             0.73028,             0.35232,                   0,             0.11123,             0.44124,                   0,                   0,                   0,                 0.5,             0.86005,                   0,                   0,              4.8873
             0.99056,             0.96128,             0.98725,             0.85387,            0.027314,            0.022877,           0.0017112,             0.00674,             0.01239,                0.98,             0.00057,              4.1593,             0.69663,             0.05206,              0.0622,              0.3799,              1.0126,             0.41158,             0.81469,                 0.2,              6.2989,                   0,             0.01657,              0.7725,             0.30819,                   0,              0.0915,             0.47494,                   0,                   0,                   0,                 0.5,             0.87414,                   0,                   0,              2.2248
              0.9863,             0.96594,             0.98727,             0.85688,            0.032172,            0.041561,           0.0032346,             0.00667,             0.01239,             0.97493,             0.00046,              3.4329,             0.72924,             0.12976,             0.06278,              0.4318,             0.91958,             0.76011,             0.88292,                 0.2,              5.6639,                   0,             0.01556,             0.76914,             0.33113,                   0,             0.09686,             0.47727,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0141
             0.99151,             0.96303,             0.98585,             0.85818,            0.033743,            0.039563,           0.0034577,             0.00692,             0.01245,             0.97242,             0.00047,              3.3143,             0.68778,             0.12258,             0.06278,              0.4318,             0.83509,             0.69746,             0.93295,                 0.2,              5.8125,                   0,             0.01507,             0.76914,             0.33729,                   0,             0.09611,             0.43686,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.7891
             0.99269,             0.96151,             0.98617,             0.85674,            0.023947,            0.038093,           0.0020275,             0.00626,             0.01207,                0.98,             0.00047,              3.2331,             0.66492,             0.12985,             0.06463,             0.46602,             0.89684,             0.64541,              0.9588,                 0.2,              6.3315,                   0,             0.01507,              0.8052,             0.33572,                   0,             0.09649,             0.37168,                   0,                   0,                   0,                 0.5,             0.96661,                   0,                   0,              3.1018
             0.98761,             0.96337,              0.9873,             0.84305,            0.043447,            0.034025,           0.0050004,             0.00692,             0.01257,             0.94937,             0.00052,              2.7792,             0.68778,             0.15812,             0.07328,             0.51199,              1.0124,             0.55538,              1.0149,                 0.2,              5.8125,                   0,              0.0165,              0.6115,             0.36101,                   0,             0.13199,             0.43686,                   0,                   0,                   0,                 0.5,             0.82471,                   0,                   0,               5.488
             0.99139,             0.96601,             0.98689,             0.85746,             0.02629,            0.041092,           0.0016331,             0.00644,             0.01389,                0.98,             0.00045,              3.3718,             0.68778,             0.11848,             0.06184,             0.45523,             0.87132,             0.79262,             0.74145,                 0.2,              6.1759,                   0,             0.01707,             0.62238,             0.42515,                   0,               0.091,             0.42509,                   0,                   0,                   0,                 0.5,             0.95289,                   0,                   0,                   2
              0.9911,             0.96462,             0.98633,             0.85632,            0.034313,            0.039507,           0.0037965,             0.00658,             0.01198,             0.97225,             0.00046,              3.2731,             0.67974,             0.12258,             0.06147,             0.42789,             0.83509,             0.68547,             0.93614,                 0.2,              5.9294,                   0,             0.01507,             0.75938,             0.33363,                   0,             0.09465,             0.42922,                   0,                   0,                   0,                 0.5,             0.98929,                   0,                   0,               3.682
             0.97481,             0.95371,             0.98499,             0.83058,            0.027843,            0.044076,           0.0043401,             0.00607,             0.01245,             0.93788,             0.00054,               4.353,             0.70319,             0.09162,             0.04847,             0.33758,             0.81482,             0.69746,              1.0389,                 0.2,              5.8125,                   0,             0.01713,              0.8089,             0.34557,                   0,             0.10803,             0.46951,                   0,                   0,                   0,                 0.5,             0.81881,                   0,                   0,              3.5829
             0.99018,             0.96469,             0.98639,             0.85686,            0.032699,            0.039781,            0.003509,             0.00691,             0.01245,             0.96862,             0.00047,              3.3475,             0.68412,             0.12303,             0.06334,              0.4318,             0.84147,             0.70638,             0.93295,                 0.2,               5.695,                   0,             0.01488,             0.78284,             0.33596,                   0,             0.09611,             0.42702,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.9234
             0.99035,             0.95639,              0.9855,             0.84706,            0.020357,            0.030076,           0.0020467,             0.00662,             0.01245,             0.95117,             0.00047,              3.3745,             0.69499,             0.12258,             0.05999,              0.4318,             0.87394,             0.51942,             0.93295,                 0.2,              5.9926,                   0,             0.01461,             0.76914,             0.34001,                   0,             0.08822,             0.40796,                   0,                   0,                   0,                 0.5,             0.96286,                   0,                   0,              2.5991
             0.98971,              0.9673,             0.98598,             0.85783,            0.030297,            0.041009,           0.0032643,             0.00785,             0.01435,             0.97242,             0.00054,              3.3662,             0.67017,             0.13909,             0.06034,             0.40257,             0.75154,             0.69746,              1.0301,                 0.2,              5.6041,                   0,             0.01628,             0.76914,             0.33729,                   0,             0.11003,             0.43063,                   0,                   0,                   0,                 0.5,             0.95197,                   0,                   0,              3.8687
             0.99289,             0.96239,             0.98598,             0.85732,            0.035839,            0.043609,           0.0033396,              0.0068,             0.01245,                0.98,             0.00047,              3.3143,             0.74721,             0.11439,             0.06081,              0.4318,             0.83509,             0.75752,             0.89698,                 0.2,              6.1685,                   0,             0.01507,             0.76914,             0.34806,                   0,             0.09611,             0.39842,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.5895
             0.98954,             0.96329,             0.98506,             0.85891,             0.03349,            0.040431,           0.0035024,             0.00771,             0.01284,             0.97242,             0.00046,               3.377,              0.7305,             0.12258,             0.06481,             0.43984,             0.83509,             0.69746,             0.99703,                 0.2,              5.6681,                   0,             0.01628,             0.85023,             0.33729,                   0,             0.09879,             0.43404,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               4.225
             0.98869,              0.9595,             0.98527,             0.85644,            0.033687,            0.041726,           0.0042825,             0.00771,             0.01234,                0.98,             0.00043,               3.097,              0.7305,             0.14572,             0.06189,              0.3883,             0.83509,             0.73468,             0.99703,                 0.2,              5.6681,                   0,             0.01506,             0.85023,             0.33179,                   0,             0.10697,             0.46219,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               5.306
             0.98983,             0.96303,             0.98708,             0.85769,            0.032756,            0.042432,           0.0030601,             0.00739,             0.01269,                0.98,             0.00041,               3.558,             0.70517,                0.13,             0.06481,             0.43984,             0.88415,             0.69746,              1.1082,                 0.2,              5.6084,                   0,             0.01705,                 0.9,             0.34065,                   0,             0.09535,             0.43406,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.3541
             0.99029,             0.96625,             0.98677,             0.83993,            0.030869,            0.037947,           0.0053727,             0.00771,             0.01206,             0.93748,             0.00042,              3.3671,              0.7305,             0.12258,             0.06835,             0.45925,             0.84658,             0.71288,             0.99706,                 0.2,              4.8867,                   0,             0.01546,             0.82348,             0.34707,                   0,             0.10971,             0.36035,                   0,                   0,                   0,                 0.5,             0.80076,                   0,                   0,              4.7687
             0.99106,             0.96621,             0.98703,             0.85534,            0.033748,            0.040905,           0.0029732,             0.00776,             0.01284,                0.98,             0.00046,              3.4018,             0.73424,             0.12424,             0.06579,              0.4429,             0.84309,             0.70488,             0.99703,                 0.2,              5.6449,                   0,             0.01637,             0.82972,             0.33729,                   0,             0.09844,             0.43709,                   0,                   0,                   0,                 0.5,             0.99822,                   0,                   0,               4.225
             0.96111,             0.94046,             0.98422,              0.8456,            0.041524,            0.044342,           0.0046606,             0.00827,             0.01284,             0.96573,             0.00036,              2.6741,             0.74393,             0.11932,             0.06367,             0.35379,             0.75923,             0.75068,             0.85215,                 0.2,              6.8173,                   0,             0.01535,             0.74344,             0.33729,                   0,             0.11429,             0.50717,                   0,                   0,                   0,                 0.5,             0.88284,                   0,                   0,               4.225
             0.98912,             0.96501,             0.98691,             0.85203,            0.033351,            0.041862,            0.003852,             0.00717,             0.01166,                0.98,             0.00047,              2.9293,             0.75524,             0.13936,             0.06577,             0.44727,             0.99345,             0.72931,              1.0288,                 0.2,              5.4576,                   0,             0.01621,             0.85023,             0.33729,                   0,             0.08535,             0.48257,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.5676
              0.9911,             0.96321,              0.9861,             0.85588,            0.031251,            0.041685,           0.0029988,             0.00778,                0.01,             0.97242,             0.00047,              3.4397,             0.73984,              0.1115,             0.06062,             0.47899,              0.7145,             0.65164,              1.2555,                 0.2,              5.6681,                   0,             0.01628,                 0.9,             0.33729,                   0,             0.08981,             0.43404,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.3767
              0.9798,             0.96138,             0.98655,             0.83695,            0.023577,            0.038819,           0.0027896,             0.00863,             0.01284,             0.93461,             0.00046,               3.377,              0.7305,             0.12977,             0.07469,             0.42613,             0.85172,             0.73142,             0.86784,                 0.2,              5.1384,                   0,             0.01423,             0.85447,             0.32485,                   0,             0.09801,              0.5808,                   0,                   0,                   0,                 0.5,             0.87369,                   0,                   0,              3.4238
              0.9891,             0.96507,             0.98619,             0.85033,            0.024648,            0.034835,           0.0027863,             0.00771,              0.0132,                0.98,              0.0005,               3.377,             0.76207,             0.11789,             0.06529,             0.45439,             0.83781,             0.64654,             0.98621,                 0.2,              5.4098,                   0,             0.01451,             0.85023,             0.24789,                   0,             0.09111,             0.47596,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.6872
             0.95153,             0.95533,             0.98476,             0.83654,            0.039636,            0.042695,           0.0057713,             0.00816,             0.01183,             0.93081,             0.00044,              3.6272,             0.79475,             0.10536,             0.07096,              0.3536,             0.83757,             0.69235,             0.99703,                 0.2,              5.8103,                   0,             0.01708,             0.85023,             0.34702,                   0,             0.09594,             0.45403,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               4.225
             0.99212,             0.96404,             0.98634,             0.85648,            0.034013,            0.041178,           0.0032115,             0.00776,              0.0128,             0.97201,             0.00046,              3.3915,             0.73141,             0.12258,             0.06496,             0.43688,              0.8338,             0.69812,             0.99718,                 0.2,              5.7138,                   0,             0.01628,             0.84673,             0.33461,                   0,             0.09904,             0.43368,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.2423
               0.991,             0.95849,             0.98566,             0.85725,            0.039105,            0.041542,           0.0047856,             0.00549,             0.01335,                0.98,             0.00045,               3.377,               0.658,             0.08295,             0.06837,             0.40552,             0.90645,             0.69746,              1.0722,                 0.2,              5.8755,                   0,             0.01033,             0.76306,             0.40842,                   0,             0.12929,             0.34529,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.0937
             0.98855,             0.96741,             0.98674,             0.85897,            0.032312,            0.032891,           0.0035032,               0.007,             0.01284,             0.97242,             0.00049,               3.377,             0.73403,             0.12258,             0.06481,             0.38226,             0.85865,             0.57463,              1.0015,                 0.2,              5.5543,                   0,             0.01525,                 0.9,             0.33243,                   0,             0.10717,             0.43404,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.5944
